WellName,X_m,Y_m,Z_m
14-28,321425.06,4382230.877,1075.640887
21-19 ST1,318572,4384413,1270.1016
21-19 ST1,318572,4384413,1270.254
14-28 ST1,321425.06,4382230.821,1089.966341
14-28 ST1,321425.06,4382230.822,1089.813943
14-28 ST1,321425.06,4382230.82,1090.11874
14-28 ST1,321425.06,4382230.82,1090.271138
14-28 ST1,321425.06,4382230.819,1090.423536
14-28 ST1,321425.06,4382230.819,1090.575935
14-28 ST1,321425.06,4382230.818,1090.728333
14-28 ST1,321425.06,4382230.817,1090.880732
14-28 ST1,321425.06,4382230.817,1091.03313
14-28 ST1,321425.06,4382230.816,1091.185529
14-28 ST1,321425.06,4382230.816,1091.337927
14-28 ST1,321425.06,4382230.815,1091.490326
14-28 ST1,321425.06,4382230.815,1091.642724
14-28,321425.06,4382230.891,1071.830926
14-28,321425.06,4382230.887,1072.897715
14-28,321425.06,4382230.887,1073.050114
14-28,321425.06,4382230.886,1073.202512
21-19 ST1,318572,4384413,1270.4064
14-28 ST1,321425.06,4382230.814,1091.795122
14-28,321425.06,4382230.896,1070.45934
14-28,321425.06,4382230.896,1070.611738
14-28,321425.06,4382230.895,1070.764137
14-28,321425.06,4382230.889,1072.44052
14-28,321425.06,4382230.885,1073.35491
14-28,321425.06,4382230.885,1073.507309
14-28,321425.06,4382230.884,1073.659707
14-28 ST1,321425.06,4382230.813,1091.947521
14-28 ST1,321425.06,4382230.812,1092.252318
14-28 ST1,321425.06,4382230.81,1092.709513
14-28 ST1,321425.06,4382230.813,1092.099919
14-28 ST1,321425.06,4382230.81,1092.861912
14-28 ST1,321425.06,4382230.812,1092.404716
14-28 ST1,321425.06,4382230.811,1092.557115
14-28,321425.06,4382230.892,1071.678528
14-28,321425.06,4382230.892,1071.526129
14-28,321425.06,4382230.888,1072.592918
14-28,321425.06,4382230.888,1072.745317
14-28,321425.06,4382230.882,1074.269301
14-28 ST1,321425.06,4382230.825,1088.899552
14-28 ST1,321425.06,4382230.825,1089.05195
14-28 ST1,321425.06,4382230.824,1089.204349
14-28 ST1,321425.06,4382230.823,1089.356747
14-28 ST1,321425.06,4382230.823,1089.509146
14-28 ST1,321425.06,4382230.822,1089.661544
14-28 ST1,321425.06,4382230.828,1088.13756
14-28 ST1,321425.06,4382230.829,1087.832763
14-28 ST1,321425.06,4382230.829,1087.985161
14-28 ST1,321425.06,4382230.827,1088.289958
14-28 ST1,321425.06,4382230.827,1088.442357
14-28 ST1,321425.06,4382230.826,1088.594755
14-28 ST1,321425.06,4382230.826,1088.747154
14-28,321425.06,4382230.9,1069.544949
14-28,321425.06,4382230.899,1069.697348
14-28,321425.06,4382230.899,1069.849746
14-28,321425.06,4382230.895,1070.916535
14-28,321425.06,4382230.884,1073.812106
14-28,321425.06,4382230.883,1073.964504
14-28,321425.06,4382230.882,1074.116903
14-28,321425.06,4382230.898,1070.002145
14-28,321425.06,4382230.898,1070.154543
14-28,321425.06,4382230.897,1070.306941
21-19 ST1,318572,4384413,1270.5588
21-19 ST1,318572,4384413,1270.7112
21-19 ST1,318572,4384413,1270.8636
14-28 ST1,321425.06,4382230.83,1087.680364
14-28,321425.06,4382230.905,1068.173363
14-28,321425.06,4382230.905,1068.325762
21-19 ST1,318572,4384413,1271.016
14-28,321425.06,4382230.904,1068.47816
14-28,321425.06,4382230.902,1069.087754
14-28,321425.06,4382230.901,1069.240152
14-28,321425.06,4382230.901,1069.392551
14-28,321425.06,4382230.894,1071.068934
14-28,321425.06,4382230.894,1071.221332
14-28,321425.06,4382230.893,1071.373731
14-28 ST1,321425.06,4382230.834,1086.613575
14-28 ST1,321425.06,4382230.833,1086.765974
14-28 ST1,321425.06,4382230.833,1086.918372
14-28 ST1,321425.06,4382230.832,1087.070771
14-28 ST1,321425.06,4382230.832,1087.223169
14-28 ST1,321425.06,4382230.831,1087.375567
14-28 ST1,321425.06,4382230.83,1087.527966
14-28,321425.06,4382230.907,1067.716168
14-28,321425.06,4382230.906,1068.020965
14-28,321425.06,4382230.906,1067.868566
14-28,321425.06,4382230.904,1068.630559
14-28,321425.06,4382230.903,1068.782957
14-28,321425.06,4382230.902,1068.935355
21-19 ST1,318572,4384413,1271.1684
21-19 ST1,318572,4384413,1271.3208
21-19 ST1,318572,4384413,1271.4732
14-28,321425.06,4382230.916,1065.277793
14-28,321425.06,4382230.916,1065.430191
14-28,321425.06,4382230.915,1065.58259
14-28,321425.06,4382230.911,1066.801777
14-28,321425.06,4382230.91,1066.954176
14-28,321425.06,4382230.909,1067.106574
14-28,321425.06,4382230.908,1067.563769
14-28 ST1,321425.06,4382230.834,1086.461177
14-28,321425.06,4382230.915,1065.734988
14-28,321425.06,4382230.911,1066.649379
14-28,321425.06,4382230.909,1067.258973
14-28,321425.06,4382230.908,1067.411371
14-28 ST1,321425.06,4382230.846,1083.565606
14-28 ST1,321425.06,4382230.845,1083.718005
14-28 ST1,321425.06,4382230.844,1083.870403
14-28 ST1,321425.06,4382230.844,1084.022802
14-28 ST1,321425.06,4382230.843,1084.1752
14-28 ST1,321425.06,4382230.843,1084.327599
14-28 ST1,321425.06,4382230.837,1085.699185
14-28 ST1,321425.06,4382230.837,1085.851583
14-28 ST1,321425.06,4382230.836,1086.003981
14-28 ST1,321425.06,4382230.836,1086.15638
14-28 ST1,321425.06,4382230.835,1086.308778
14-28,321425.06,4382230.914,1065.887387
14-28,321425.06,4382230.913,1066.039785
14-28,321425.06,4382230.913,1066.192183
14-28,321425.06,4382230.912,1066.49698
14-28,321425.06,4382230.912,1066.344582
14-28 ST1,321425.06,4382230.842,1084.479997
14-28 ST1,321425.06,4382230.838,1085.546786
14-28 ST1,321425.06,4382230.841,1084.632395
14-28 ST1,321425.06,4382230.841,1084.784794
14-28 ST1,321425.06,4382230.84,1084.937192
14-28 ST1,321425.06,4382230.84,1085.089591
14-28 ST1,321425.06,4382230.839,1085.241989
14-28 ST1,321425.06,4382230.839,1085.394388
14-28,321425.06,4382230.92,1064.363402
14-28,321425.06,4382230.919,1064.668199
14-28,321425.06,4382230.919,1064.515801
14-28 ST1,321425.06,4382230.85,1082.498817
14-28 ST1,321425.06,4382230.849,1082.803614
14-28 ST1,321425.06,4382230.848,1082.956013
14-28 ST1,321425.06,4382230.847,1083.260809
14-28 ST1,321425.06,4382230.849,1082.651216
14-28 ST1,321425.06,4382230.846,1083.413208
14-28 ST1,321425.06,4382230.847,1083.108411
14-28,321425.06,4382230.917,1065.125394
21-19 ST1,318572,4384413,1271.6256
21-19 ST1,318572,4384413,1271.778
21-19 ST1,318572,4384413,1271.9304
21-19 ST1,318572,4384413,1272.0828
14-28 ST1,321425.06,4382230.853,1081.584427
14-28 ST1,321425.06,4382230.853,1081.736825
14-28 ST1,321425.06,4382230.852,1081.889223
14-28 ST1,321425.06,4382230.851,1082.041622
14-28 ST1,321425.06,4382230.851,1082.19402
14-28 ST1,321425.06,4382230.85,1082.346419
14-28,321425.06,4382230.918,1064.820597
14-28,321425.06,4382230.918,1064.972996
14-28 ST1,321425.06,4382230.858,1080.365239
14-28 ST1,321425.06,4382230.857,1080.517637
14-28 ST1,321425.06,4382230.856,1080.822434
14-28 ST1,321425.06,4382230.857,1080.670036
14-28 ST1,321425.06,4382230.856,1080.974833
14-28 ST1,321425.06,4382230.855,1081.127231
14-28 ST1,321425.06,4382230.854,1081.27963
14-28 ST1,321425.06,4382230.854,1081.432028
14-28,321425.06,4382230.936,1060.096246
14-28,321425.06,4382230.936,1060.248644
14-28,321425.06,4382230.935,1060.401042
14-28,321425.06,4382230.921,1064.211004
14-28,321425.06,4382230.922,1063.906207
14-28,321425.06,4382230.921,1064.058605
21-19 ST1,318572,4384413,1272.2352
21-19 ST1,318572,4384413,1272.6924
21-19 ST1,318572,4384413,1272.8448
21-19 ST1,318572,4384413,1272.9972
21-19 ST1,318572,4384413,1273.1496
14-28 ST1,321425.06,4382230.862,1079.29845
14-28 ST1,321425.06,4382230.861,1079.450848
14-28 ST1,321425.06,4382230.861,1079.603247
14-28 ST1,321425.06,4382230.86,1079.755645
14-28 ST1,321425.06,4382230.86,1079.908044
14-28 ST1,321425.06,4382230.859,1080.060442
14-28 ST1,321425.06,4382230.858,1080.212841
14-28,321425.06,4382230.94,1059.181855
14-28,321425.06,4382230.939,1059.334253
14-28,321425.06,4382230.935,1060.553441
14-28,321425.06,4382230.934,1060.705839
14-28,321425.06,4382230.925,1062.991816
14-28,321425.06,4382230.925,1063.144215
14-28,321425.06,4382230.924,1063.296613
21-19 ST1,318572,4384413,1272.3876
21-19 ST1,318572,4384413,1272.54
14-28,321425.06,4382230.939,1059.486652
14-28,321425.06,4382230.933,1060.858238
14-28,321425.06,4382230.929,1061.925027
14-28,321425.06,4382230.929,1062.077425
14-28,321425.06,4382230.928,1062.229824
14-28,321425.06,4382230.923,1063.449011
14-28,321425.06,4382230.923,1063.60141
14-28,321425.06,4382230.922,1063.753808
14-28 ST1,321425.06,4382230.863,1079.146051
14-28,321425.06,4382230.94,1059.029456
14-28,321425.06,4382230.93,1061.62023
14-28,321425.06,4382230.93,1061.772628
21-19 ST1,318572,4384413,1273.302
14-28,321425.06,4382230.946,1057.65787
14-28,321425.06,4382230.945,1057.810269
14-28,321425.06,4382230.945,1057.962667
14-28,321425.06,4382230.937,1059.943847
14-28,321425.06,4382230.931,1061.467832
14-28,321425.06,4382230.928,1062.382222
14-28,321425.06,4382230.926,1062.839418
21-19 ST1,318572,4384413,1273.4544
21-19 ST1,318572,4384413,1273.6068
21-19 ST1,318572,4384413,1273.7592
14-28 ST1,321425.06,4382230.864,1078.688856
14-28 ST1,321425.06,4382230.866,1078.384059
14-28 ST1,321425.06,4382230.865,1078.536458
14-28 ST1,321425.06,4382230.864,1078.841254
14-28 ST1,321425.06,4382230.863,1078.993653
14-28,321425.06,4382230.944,1058.115066
14-28,321425.06,4382230.942,1058.572261
14-28,321425.06,4382230.942,1058.72466
14-28,321425.06,4382230.941,1058.877058
14-28,321425.06,4382230.927,1062.534621
14-28,321425.06,4382230.926,1062.687019
14-28 ST1,321425.06,4382230.874,1076.250481
14-28 ST1,321425.06,4382230.873,1076.402879
14-28 ST1,321425.06,4382230.873,1076.555278
14-28 ST1,321425.06,4382230.872,1076.707676
14-28 ST1,321425.06,4382230.871,1076.860075
14-28 ST1,321425.06,4382230.871,1077.012473
14-28 ST1,321425.06,4382230.866,1078.231661
14-28,321425.06,4382230.943,1058.267464
14-28,321425.06,4382230.943,1058.419863
14-28,321425.06,4382230.938,1059.63905
14-28,321425.06,4382230.938,1059.791449
14-28,321425.06,4382230.933,1061.010636
14-28,321425.06,4382230.932,1061.163035
14-28,321425.06,4382230.932,1061.315433
21-19 ST1,318572,4384413,1273.9116
21-19 ST1,318572,4384413,1274.064
21-19 ST1,318572,4384413,1274.2164
14-28 ST1,321425.06,4382230.874,1076.098082
14-28,321425.06,4382230.949,1056.74348
14-28,321425.06,4382230.949,1056.895878
14-28,321425.06,4382230.948,1057.048277
14-28 ST1,321425.06,4382230.886,1073.050114
14-28 ST1,321425.06,4382230.885,1073.202512
14-28 ST1,321425.06,4382230.885,1073.35491
14-28 ST1,321425.06,4382230.882,1073.964504
14-28 ST1,321425.06,4382230.884,1073.507309
14-28 ST1,321425.06,4382230.883,1073.812106
14-28 ST1,321425.06,4382230.884,1073.659707
14-28 ST1,321425.06,4382230.882,1074.116903
14-28 ST1,321425.06,4382230.881,1074.269301
14-28 ST1,321425.06,4382230.881,1074.4217
14-28 ST1,321425.06,4382230.88,1074.574098
14-28 ST1,321425.06,4382230.88,1074.726496
14-28 ST1,321425.06,4382230.879,1074.878895
14-28 ST1,321425.06,4382230.878,1075.031293
14-28 ST1,321425.06,4382230.878,1075.183692
14-28 ST1,321425.06,4382230.877,1075.33609
14-28 ST1,321425.06,4382230.877,1075.488489
14-28 ST1,321425.06,4382230.876,1075.640887
14-28 ST1,321425.06,4382230.875,1075.793286
14-28 ST1,321425.06,4382230.875,1075.945684
14-28 ST1,321425.06,4382230.87,1077.164872
14-28 ST1,321425.06,4382230.87,1077.31727
14-28 ST1,321425.06,4382230.869,1077.469668
14-28 ST1,321425.06,4382230.868,1077.622067
14-28 ST1,321425.06,4382230.868,1077.774465
14-28 ST1,321425.06,4382230.867,1077.926864
14-28 ST1,321425.06,4382230.867,1078.079262
21-19 ST1,318572,4384413,1274.3688
14-28,321425.06,4382230.95,1056.591081
21-19 ST1,318572,4384413,1275.1308
21-19 ST1,318572,4384413,1275.2832
14-28,321425.06,4382230.955,1055.371894
14-28,321425.06,4382230.954,1055.524292
14-28,321425.06,4382230.951,1056.286284
14-28,321425.06,4382230.95,1056.438683
14-28,321425.06,4382230.947,1057.200675
14-28,321425.06,4382230.947,1057.353074
14-28,321425.06,4382230.946,1057.505472
21-19 ST1,318572,4384413,1274.9784
21-19 ST1,318572,4384413,1275.4356
14-28 ST1,321425.06,4382230.901,1069.240152
14-28 ST1,321425.06,4382230.902,1068.935355
14-28 ST1,321425.06,4382230.901,1069.087754
14-28 ST1,321425.06,4382230.9,1069.392551
14-28 ST1,321425.06,4382230.899,1069.544949
14-28 ST1,321425.06,4382230.887,1072.897715
14-28,321425.06,4382230.953,1055.676691
21-19 ST1,318572,4384413,1274.5212
21-19 ST1,318572,4384413,1274.6736
21-19 ST1,318572,4384413,1274.826
14-28 ST1,321425.06,4382230.899,1069.697348
14-28,321425.06,4382230.955,1055.219495
14-28,321425.06,4382230.953,1055.829089
14-28,321425.06,4382230.952,1055.981488
14-28,321425.06,4382230.952,1056.133886
14-28 ST1,321425.06,4382230.898,1069.849746
14-28 ST1,321425.06,4382230.898,1070.002145
14-28 ST1,321425.06,4382230.897,1070.154543
14-28 ST1,321425.06,4382230.897,1070.306941
14-28 ST1,321425.06,4382230.896,1070.45934
14-28 ST1,321425.06,4382230.895,1070.611738
14-28 ST1,321425.06,4382230.895,1070.764137
14-28 ST1,321425.06,4382230.894,1070.916535
14-28 ST1,321425.06,4382230.892,1071.373731
14-28 ST1,321425.06,4382230.892,1071.526129
14-28 ST1,321425.06,4382230.893,1071.221332
14-28 ST1,321425.06,4382230.894,1071.068934
14-28 ST1,321425.06,4382230.891,1071.678528
14-28 ST1,321425.06,4382230.891,1071.830926
14-28 ST1,321425.06,4382230.89,1071.983324
14-28 ST1,321425.06,4382230.89,1072.135723
14-28 ST1,321425.06,4382230.889,1072.288121
14-28 ST1,321425.06,4382230.888,1072.44052
14-28 ST1,321425.06,4382230.888,1072.592918
14-28 ST1,321425.06,4382230.887,1072.745317
14-28,321425.06,4382230.96,1054.000308
14-28,321425.06,4382230.959,1054.152706
14-28,321425.06,4382230.956,1054.914698
14-28,321425.06,4382230.956,1055.067097
14-28 ST1,321425.06,4382230.902,1068.782957
14-28,321425.06,4382230.96,1053.847909
14-28,321425.06,4382230.957,1054.7623
14-28 ST1,321425.06,4382230.919,1064.515801
14-28 ST1,321425.06,4382230.918,1064.668199
14-28 ST1,321425.06,4382230.918,1064.820597
14-28 ST1,321425.06,4382230.917,1064.972996
14-28 ST1,321425.06,4382230.916,1065.125394
14-28 ST1,321425.06,4382230.916,1065.277793
14-28 ST1,321425.06,4382230.915,1065.430191
14-28,321425.06,4382230.959,1054.305105
14-28,321425.06,4382230.958,1054.457503
14-28,321425.06,4382230.957,1054.609902
14-28 ST1,321425.06,4382230.915,1065.58259
14-28 ST1,321425.06,4382230.91,1066.801777
14-28 ST1,321425.06,4382230.909,1066.954176
14-28 ST1,321425.06,4382230.909,1067.106574
14-28 ST1,321425.06,4382230.908,1067.258973
14-28 ST1,321425.06,4382230.908,1067.411371
14-28 ST1,321425.06,4382230.907,1067.563769
14-28 ST1,321425.06,4382230.906,1067.716168
14-28 ST1,321425.06,4382230.906,1067.868566
14-28 ST1,321425.06,4382230.905,1068.020965
14-28 ST1,321425.06,4382230.905,1068.173363
14-28 ST1,321425.06,4382230.904,1068.325762
14-28 ST1,321425.06,4382230.904,1068.47816
14-28 ST1,321425.06,4382230.903,1068.630559
14-28 ST1,321425.06,4382230.914,1065.734988
14-28 ST1,321425.06,4382230.914,1065.887387
14-28 ST1,321425.06,4382230.913,1066.039785
14-28 ST1,321425.06,4382230.912,1066.192183
14-28 ST1,321425.06,4382230.912,1066.344582
14-28 ST1,321425.06,4382230.911,1066.49698
14-28 ST1,321425.06,4382230.911,1066.649379
14-28,321425.06,4382230.964,1052.933519
14-28,321425.06,4382230.963,1053.085917
14-28,321425.06,4382230.963,1053.238315
14-28,321425.06,4382230.973,1050.647542
14-28,321425.06,4382230.972,1050.79994
14-28,321425.06,4382230.966,1052.476323
14-28,321425.06,4382230.965,1052.628722
14-28,321425.06,4382230.964,1052.78112
14-28,321425.06,4382230.962,1053.390714
14-28,321425.06,4382230.962,1053.543112
14-28,321425.06,4382230.961,1053.695511
21-19 ST1,318572,4384413,1275.588
21-19 ST1,318572,4384413,1275.7404
21-19 ST1,318572,4384413,1275.8928
21-19 ST1,318572,4384413,1276.0452
14-28,321425.06,4382230.973,1050.495143
14-28,321425.06,4382230.971,1050.952339
21-19 ST1,318572,4384413,1276.1976
21-19 ST1,318572,4384413,1276.35
14-28,321425.06,4382230.969,1051.561933
14-28,321425.06,4382230.969,1051.714331
14-28,321425.06,4382230.968,1051.866729
21-19 ST1,318572,4384413,1276.5024
14-28,321425.06,4382230.995,1044.856401
14-28,321425.06,4382230.994,1045.008799
14-28,321425.06,4382230.994,1045.161198
14-28,321425.06,4382230.989,1046.380385
14-28,321425.06,4382230.988,1046.532784
14-28,321425.06,4382230.984,1047.751971
14-28,321425.06,4382230.983,1047.90437
14-28,321425.06,4382230.983,1048.056768
14-28,321425.06,4382230.975,1050.037948
14-28,321425.06,4382230.974,1050.190347
14-28,321425.06,4382230.974,1050.342745
14-28,321425.06,4382230.971,1051.104737
14-28,321425.06,4382230.97,1051.257136
14-28,321425.06,4382230.97,1051.409534
14-28,321425.06,4382230.966,1052.323925
14-28 ST1,321425.06,4382230.922,1063.60141
14-28 ST1,321425.06,4382230.922,1063.753808
14-28 ST1,321425.06,4382230.921,1063.906207
14-28 ST1,321425.06,4382230.921,1064.058605
14-28 ST1,321425.06,4382230.919,1064.363402
14-28 ST1,321425.06,4382230.92,1064.211004
14-28,321425.06,4382230.99,1046.227987
14-28,321425.06,4382230.988,1046.685182
14-28,321425.06,4382230.986,1047.294776
14-28,321425.06,4382230.985,1047.447175
14-28,321425.06,4382230.984,1047.599573
14-28,321425.06,4382230.982,1048.209167
14-28,321425.06,4382230.981,1048.361565
14-28,321425.06,4382230.981,1048.513964
14-28,321425.06,4382230.98,1048.666362
14-28,321425.06,4382230.98,1048.818761
14-28,321425.06,4382230.979,1048.971159
14-28,321425.06,4382230.979,1049.123557
14-28,321425.06,4382230.978,1049.275956
14-28,321425.06,4382230.977,1049.428354
14-28,321425.06,4382230.967,1052.019128
14-28,321425.06,4382230.967,1052.171526
14-28 ST1,321425.06,4382230.931,1061.467832
14-28 ST1,321425.06,4382230.93,1061.62023
14-28 ST1,321425.06,4382230.929,1061.772628
14-28 ST1,321425.06,4382230.929,1061.925027
14-28 ST1,321425.06,4382230.928,1062.077425
14-28 ST1,321425.06,4382230.928,1062.229824
14-28 ST1,321425.06,4382230.923,1063.449011
14-28,321425.06,4382230.987,1046.837581
14-28,321425.06,4382230.987,1046.989979
14-28,321425.06,4382230.986,1047.142378
14-28,321425.06,4382230.977,1049.580753
14-28,321425.06,4382230.976,1049.733151
14-28,321425.06,4382230.976,1049.88555
21-19 ST1,318572,4384413,1276.6548
21-19 ST1,318572,4384413,1276.8072
21-19 ST1,318572,4384413,1276.9596
14-28 ST1,321425.06,4382230.935,1060.401042
14-28 ST1,321425.06,4382230.934,1060.553441
14-28 ST1,321425.06,4382230.933,1060.858238
14-28 ST1,321425.06,4382230.933,1060.705839
14-28 ST1,321425.06,4382230.932,1061.010636
14-28 ST1,321425.06,4382230.932,1061.163035
14-28 ST1,321425.06,4382230.931,1061.315433
14-28 ST1,321425.06,4382230.927,1062.382222
14-28 ST1,321425.06,4382230.926,1062.534621
14-28 ST1,321425.06,4382230.926,1062.687019
14-28 ST1,321425.06,4382230.925,1062.839418
14-28 ST1,321425.06,4382230.925,1062.991816
14-28 ST1,321425.06,4382230.924,1063.144215
14-28 ST1,321425.06,4382230.923,1063.296613
14-28,321425.06,4382230.998,1043.94201
14-28,321425.06,4382230.998,1044.094409
14-28,321425.06,4382230.997,1044.246807
14-28,321425.06,4382230.993,1045.313596
21-19 ST1,318572,4384413,1277.112
14-28 ST1,321425.06,4382230.939,1059.334253
14-28 ST1,321425.06,4382230.939,1059.181855
14-28 ST1,321425.06,4382230.938,1059.486652
14-28 ST1,321425.06,4382230.937,1059.791449
14-28 ST1,321425.06,4382230.938,1059.63905
14-28 ST1,321425.06,4382230.936,1059.943847
14-28 ST1,321425.06,4382230.936,1060.096246
14-28 ST1,321425.06,4382230.935,1060.248644
14-28,321425.06,4382230.996,1044.704002
14-28,321425.06,4382230.993,1045.465995
14-28,321425.06,4382230.992,1045.618393
21-19 ST1,318572,4384413,1277.2644
21-19 ST1,318572,4384413,1277.4168
21-19 ST1,318572,4384413,1282.446
14-28 ST1,321425.06,4382230.943,1058.267464
14-28 ST1,321425.06,4382230.942,1058.419863
14-28 ST1,321425.06,4382230.942,1058.572261
14-28 ST1,321425.06,4382230.941,1058.72466
14-28 ST1,321425.06,4382230.94,1058.877058
14-28 ST1,321425.06,4382230.94,1059.029456
14-28,321425.06,4382230.999,1043.789612
14-28,321425.06,4382230.997,1044.399206
14-28,321425.06,4382230.996,1044.551604
14-28,321425.06,4382230.991,1045.770792
14-28,321425.06,4382230.991,1045.92319
14-28,321425.06,4382230.99,1046.075589
14-28,321425.06,4382231.004,1042.418026
14-28,321425.06,4382231.004,1042.570424
14-28,321425.06,4382231.003,1042.722823
14-28,321425.06,4382231.003,1042.875221
14-28,321425.06,4382231.002,1043.02762
14-28,321425.06,4382231.001,1043.180018
14-28,321425.06,4382231.001,1043.332416
21-19 ST1,318572,4384413,1278.7884
14-28,321425.06,4382231,1043.484815
14-28,321425.06,4382231,1043.637213
21-19 ST1,318572,4384413,1278.9408
21-19 ST1,318572,4384413,1279.2456
21-19 ST1,318572,4384413,1280.16
21-19 ST1,318572,4384413,1281.8364
21-19 ST1,318572,4384413,1282.5984
21-19 ST1,318572,4384413,1279.7028
21-19 ST1,318572,4384413,1280.7696
21-19 ST1,318572,4384413,1281.2268
14-28 ST1,321425.06,4382230.947,1057.200675
14-28 ST1,321425.06,4382230.946,1057.353074
14-28 ST1,321425.06,4382230.946,1057.505472
14-28 ST1,321425.06,4382230.945,1057.65787
14-28 ST1,321425.06,4382230.945,1057.810269
14-28 ST1,321425.06,4382230.944,1057.962667
14-28 ST1,321425.06,4382230.943,1058.115066
21-19 ST1,318572,4384413,1278.636
21-19 ST1,318572,4384413,1279.398
21-19 ST1,318572,4384413,1279.5504
21-19 ST1,318572,4384413,1280.0076
14-28 ST1,321425.06,4382230.947,1057.048277
21-19 ST1,318572,4384413,1278.4836
21-19 ST1,318572,4384413,1279.8552
21-19 ST1,318572,4384413,1281.0744
14-28 ST1,321425.06,4382230.95,1056.286284
14-28 ST1,321425.06,4382230.95,1056.438683
14-28 ST1,321425.06,4382230.949,1056.591081
14-28 ST1,321425.06,4382230.949,1056.74348
14-28 ST1,321425.06,4382230.948,1056.895878
21-19 ST1,318572,4384413,1277.5692
21-19 ST1,318572,4384413,1277.7216
21-19 ST1,318572,4384413,1277.874
21-19 ST1,318572,4384413,1278.0264
21-19 ST1,318572,4384413,1278.1788
21-19 ST1,318572,4384413,1278.3312
21-19 ST1,318572,4384413,1279.0932
21-19 ST1,318572,4384413,1280.6172
14-28 ST1,321425.06,4382230.951,1056.133886
21-19 ST1,318572,4384413,1280.3124
21-19 ST1,318572,4384413,1280.4648
21-19 ST1,318572,4384413,1280.922
21-19 ST1,318572,4384413,1281.3792
21-19 ST1,318572,4384413,1281.684
21-19 ST1,318572,4384413,1281.5316
21-19 ST1,318572,4384413,1282.2936
14-28 ST1,321425.06,4382230.959,1054.152706
14-28 ST1,321425.06,4382230.957,1054.457503
14-28 ST1,321425.06,4382230.958,1054.305105
14-28 ST1,321425.06,4382230.957,1054.609902
14-28 ST1,321425.06,4382230.955,1055.067097
14-28 ST1,321425.06,4382230.956,1054.914698
14-28 ST1,321425.06,4382230.956,1054.7623
14-28 ST1,321425.06,4382230.955,1055.219495
14-28 ST1,321425.06,4382230.954,1055.371894
14-28 ST1,321425.06,4382230.953,1055.524292
14-28 ST1,321425.06,4382230.953,1055.676691
14-28 ST1,321425.06,4382230.952,1055.829089
14-28 ST1,321425.06,4382230.952,1055.981488
44-19 ST1,318945.0079,4383853.984,1243.026216
21-19 ST1,318572,4384413,1281.9888
21-19 ST1,318572,4384413,1282.1412
14-28 ST1,321425.06,4382230.971,1050.952339
14-28 ST1,321425.06,4382230.97,1051.104737
14-28 ST1,321425.06,4382230.97,1051.257136
14-28 ST1,321425.06,4382230.969,1051.409534
14-28 ST1,321425.06,4382230.969,1051.561933
14-28 ST1,321425.06,4382230.968,1051.714331
14-28 ST1,321425.06,4382230.959,1054.000308
21-19 ST1,318572,4384413,1282.7508
14-28 ST1,321425.06,4382230.967,1051.866729
14-28 ST1,321425.06,4382230.967,1052.019128
14-28 ST1,321425.06,4382230.966,1052.171526
14-28 ST1,321425.06,4382230.965,1052.476323
14-28 ST1,321425.06,4382230.966,1052.323925
14-28 ST1,321425.06,4382230.964,1052.628722
14-28 ST1,321425.06,4382230.964,1052.78112
14-28 ST1,321425.06,4382230.963,1052.933519
14-28 ST1,321425.06,4382230.963,1053.085917
14-28 ST1,321425.06,4382230.962,1053.238315
14-28 ST1,321425.06,4382230.962,1053.390714
14-28 ST1,321425.06,4382230.961,1053.543112
14-28 ST1,321425.06,4382230.96,1053.695511
14-28 ST1,321425.06,4382230.96,1053.847909
58-29,320621.9781,4381422.956,1246.147368
21-19 ST1,318572,4384413,1282.9032
14-28 ST1,321425.06,4382230.979,1048.818761
14-28 ST1,321425.06,4382230.979,1048.971159
14-28 ST1,321425.06,4382230.978,1049.123557
14-28 ST1,321425.06,4382230.977,1049.275956
14-28 ST1,321425.06,4382230.977,1049.428354
14-28 ST1,321425.06,4382230.976,1049.580753
14-28 ST1,321425.06,4382230.972,1050.79994
14-28 ST1,321425.06,4382230.983,1047.751971
14-28 ST1,321425.06,4382230.983,1047.90437
14-28 ST1,321425.06,4382230.982,1048.056768
14-28 ST1,321425.06,4382230.981,1048.209167
14-28 ST1,321425.06,4382230.981,1048.361565
14-28 ST1,321425.06,4382230.98,1048.513964
14-28 ST1,321425.06,4382230.98,1048.666362
14-28 ST1,321425.06,4382230.976,1049.733151
14-28 ST1,321425.06,4382230.975,1049.88555
14-28 ST1,321425.06,4382230.974,1050.037948
14-28 ST1,321425.06,4382230.974,1050.190347
14-28 ST1,321425.06,4382230.973,1050.342745
14-28 ST1,321425.06,4382230.972,1050.647542
14-28 ST1,321425.06,4382230.973,1050.495143
14-28 ST1,321425.06,4382230.987,1046.837581
14-28 ST1,321425.06,4382230.986,1046.989979
14-28 ST1,321425.06,4382230.986,1047.142378
14-28 ST1,321425.06,4382230.985,1047.294776
14-28 ST1,321425.06,4382230.984,1047.447175
14-28 ST1,321425.06,4382230.984,1047.599573
14-28 ST1,321425.06,4382230.99,1045.92319
14-28 ST1,321425.06,4382230.99,1046.075589
14-28 ST1,321425.06,4382230.991,1045.770792
14-28 ST1,321425.06,4382230.989,1046.227987
14-28 ST1,321425.06,4382230.988,1046.380385
14-28 ST1,321425.06,4382230.988,1046.532784
14-28 ST1,321425.06,4382230.987,1046.685182
14-28 ST1,321425.06,4382230.991,1045.618393
14-28 ST1,321425.06,4382230.999,1043.637213
