WellName,X_m,Y_m,Z_m
44-1,326954,4388718,1250.8992
77-31 TGH,319371,4380051,1159.361664
35-33 TGH,321690,4380385,1098.572352
88-33 TGH,322727,4379763,1099.593432
38-21,321756,4382936,939.3935603
44-1,326954,4388718,1250.2896
87-25 TGH,318000,4381705,1178.993832
36-5 TGH,320004,4378609,1180.441632
38-21,321756,4382936,938.7839603
38-21,321756,4382936,938.9363603
38-21,321756,4382936,939.0887603
38-21,321756,4382936,939.2411603
44-1,326954,4388718,1249.68
26-31 TGH,318430,4380288,1175.970216
88-33 TGH,322727,4379763,1098.688176
77-31 TGH,319371,4380051,1158.337536
35-33 TGH,321690,4380385,1097.621376
38-21,321756,4382936,938.6315603
44-1,326954,4388718,1249.0704
87-25 TGH,318000,4381705,1178.052
38-21,321756,4382936,937.7171603
38-21,321756,4382936,937.8695603
38-21,321756,4382936,938.0219603
38-21,321756,4382936,938.1743603
38-21,321756,4382936,938.3267603
38-21,321756,4382936,938.4791603
36-5 TGH,320004,4378609,1179.435792
44-1,326954,4388718,1248.4608
26-31 TGH,318430,4380288,1174.918656
88-33 TGH,322727,4379763,1097.78292
35-33 TGH,321690,4380385,1096.6704
77-31 TGH,319371,4380051,1157.307312
38-21,321756,4382936,937.5647603
87-25 TGH,318000,4381705,1177.116264
44-1,326954,4388718,1247.8512
38-21,321756,4382936,936.6503603
38-21,321756,4382936,936.8027603
38-21,321756,4382936,936.9551603
38-21,321756,4382936,937.1075603
38-21,321756,4382936,937.2599603
38-21,321756,4382936,937.4123603
36-5 TGH,320004,4378609,1178.423856
88-33 TGH,322727,4379763,1096.880712
35-33 TGH,321690,4380385,1095.722472
26-31 TGH,318430,4380288,1173.867096
77-31 TGH,319371,4380051,1156.283184
44-1,326954,4388718,1247.2416
87-25 TGH,318000,4381705,1176.17748
38-21,321756,4382936,935.8883603
38-21,321756,4382936,936.0407603
38-21,321756,4382936,936.4979603
38-21,321756,4382936,936.1931603
38-21,321756,4382936,936.3455603
88-33 TGH,322727,4379763,1095.972408
14-28 ST1,321425.06,4382231.718,856.795848
36-5 TGH,320004,4378609,1177.414968
35-33 TGH,321690,4380385,1094.768448
44-1,326954,4388718,1246.632
26-31 TGH,318430,4380288,1172.821632
77-31 TGH,319371,4380051,1155.259056
28-13,326517.8326,4384487.059,1044.025344
38-21,321756,4382936,935.7359603
44-1,326954,4388718,1246.0224
87-25 TGH,318000,4381705,1175.238696
88-33 TGH,322727,4379763,1095.067152
38-21,321756,4382936,934.8215603
38-21,321756,4382936,934.9739603
38-21,321756,4382936,935.1263603
38-21,321756,4382936,935.2787603
38-21,321756,4382936,935.4311603
38-21,321756,4382936,935.5835603
36-5 TGH,320004,4378609,1176.399984
35-33 TGH,321690,4380385,1093.823568
44-1,326954,4388718,1245.4128
77-31 TGH,319371,4380051,1154.237976
26-31 TGH,318430,4380288,1171.77312
87-25 TGH,318000,4381705,1174.299912
44-1,326954,4388718,1244.8032
88-33 TGH,322727,4379763,1094.161896
38-21,321756,4382936,933.9071603
38-21,321756,4382936,934.0595603
38-21,321756,4382936,934.2119603
38-21,321756,4382936,934.3643603
38-21,321756,4382936,934.5167603
38-21,321756,4382936,934.6691603
36-5 TGH,320004,4378609,1175.391096
35-33 TGH,321690,4380385,1092.87564
38-21,321756,4382936,933.7547603
44-1,326954,4388718,1244.1936
77-31 TGH,319371,4380051,1153.219944
26-31 TGH,318430,4380288,1170.724608
87-25 TGH,318000,4381705,1173.35808
88-33 TGH,322727,4379763,1093.253592
38-21,321756,4382936,932.9927603
38-21,321756,4382936,933.1451603
38-21,321756,4382936,933.2975603
38-21,321756,4382936,933.4499603
38-21,321756,4382936,933.6023603
44-1,326954,4388718,1243.584
35-33 TGH,321690,4380385,1091.933808
36-5 TGH,320004,4378609,1174.174944
44-1,326954,4388718,1242.9744
77-31 TGH,319371,4380051,1152.198864
26-31 TGH,318430,4380288,1169.676096
87-25 TGH,318000,4381705,1172.419296
88-33 TGH,322727,4379763,1092.348336
38-21,321756,4382936,932.0783603
38-21,321756,4382936,932.2307603
38-21,321756,4382936,932.3831603
38-21,321756,4382936,932.5355603
38-21,321756,4382936,932.6879603
38-21,321756,4382936,932.8403603
44-1,326954,4388718,1242.3648
35-33 TGH,321690,4380385,1090.995024
38-21,321756,4382936,931.9259603
36-5 TGH,320004,4378609,1173.172152
77-31 TGH,319371,4380051,1151.180832
44-1,326954,4388718,1241.7552
87-25 TGH,318000,4381705,1171.477464
26-31 TGH,318430,4380288,1168.627584
88-33 TGH,322727,4379763,1091.440032
38-21,321756,4382936,931.0115603
38-21,321756,4382936,931.1639603
38-21,321756,4382936,931.3163603
38-21,321756,4382936,931.4687603
38-21,321756,4382936,931.6211603
38-21,321756,4382936,931.7735603
45-9,322081.7273,4386666.78,1059.929808
35-33 TGH,321690,4380385,1090.053192
44-1,326954,4388718,1241.1456
36-5 TGH,320004,4378609,1172.157168
38-21,321756,4382936,930.8591603
77-31 TGH,319371,4380051,1150.165848
87-25 TGH,318000,4381705,1170.535632
88-33 TGH,322727,4379763,1090.534776
26-31 TGH,318430,4380288,1167.576024
38-21,321756,4382936,930.2495603
38-21,321756,4382936,930.4019603
38-21,321756,4382936,930.5543603
38-21,321756,4382936,930.7067603
44-1,326954,4388718,1240.536
38-21,321756,4382936,930.0971603
35-33 TGH,321690,4380385,1089.114408
36-5 TGH,320004,4378609,1171.145232
88-33 TGH,322727,4379763,1089.632568
44-1,326954,4388718,1239.9264
87-25 TGH,318000,4381705,1169.596848
77-31 TGH,319371,4380051,1149.147816
38-21,321756,4382936,929.1827603
38-21,321756,4382936,929.3351603
38-21,321756,4382936,929.4875603
38-21,321756,4382936,929.6399603
38-21,321756,4382936,929.7923603
38-21,321756,4382936,929.9447603
26-31 TGH,318430,4380288,1166.527512
44-1,326954,4388718,1239.3168
35-33 TGH,321690,4380385,1088.175624
44-1,326954,4388718,1238.7072
38-21,321756,4382936,929.0303603
36-5 TGH,320004,4378609,1170.136344
87-25 TGH,318000,4381705,1168.658064
88-33 TGH,322727,4379763,1088.727312
16-29,319807.681,4381752.457,974.04936
38-21,321756,4382936,928.1159603
38-21,321756,4382936,928.2683603
38-21,321756,4382936,928.4207603
38-21,321756,4382936,928.5731603
38-21,321756,4382936,928.7255603
38-21,321756,4382936,928.8779603
77-31 TGH,319371,4380051,1148.13588
35-33 TGH,321690,4380385,1087.242936
26-31 TGH,318430,4380288,1165.479
44-1,326954,4388718,1238.0976
21-28,321512.6032,4382710.436,1001.584992
44-1,326954,4388718,1237.488
88-33 TGH,322727,4379763,1087.819008
36-5 TGH,320004,4378609,1169.12136
87-25 TGH,318000,4381705,1167.722328
38-21,321756,4382936,927.3539603
38-21,321756,4382936,927.5063603
38-21,321756,4382936,927.6587603
38-21,321756,4382936,927.8111603
38-21,321756,4382936,927.9635603
77-31 TGH,319371,4380051,1147.123944
26-31 TGH,318430,4380288,1164.424392
35-33 TGH,321690,4380385,1086.3072
21-19 ST1,318573.1582,4384413.107,1033.281144
38-21,321756,4382936,927.2015603
14-28,321425.06,4382231.61,885.447048
44-1,326954,4388718,1236.8784
88-33 TGH,322727,4379763,1086.913752
36-5 TGH,320004,4378609,1168.103328
87-25 TGH,318000,4381705,1166.777448
38-21,321756,4382936,926.5919603
38-21,321756,4382936,926.7443603
38-21,321756,4382936,926.2871603
38-21,321756,4382936,926.4395603
38-21,321756,4382936,926.8967603
38-21,321756,4382936,927.0491603
44-1,326954,4388718,1236.2688
77-31 TGH,319371,4380051,1146.115056
35-33 TGH,321690,4380385,1085.374512
21A-19,318541.2997,4384434.746,1067.400456
26-31 TGH,318430,4380288,1163.37588
88-33 TGH,322727,4379763,1086.005448
87-25 TGH,318000,4381705,1165.841712
44-1,326954,4388718,1235.6592
36-5 TGH,320004,4378609,1167.09444
38-21,321756,4382936,926.1347603
38-21,321756,4382936,925.3727603
38-21,321756,4382936,925.5251603
38-21,321756,4382936,925.6775603
38-21,321756,4382936,925.9823603
38-21,321756,4382936,925.8299603
77-31 TGH,319371,4380051,1145.10312
35-33 TGH,321690,4380385,1084.441824
44-1,326954,4388718,1235.0496
27-29,320017.985,4381728.654,1015.124208
26-31 TGH,318430,4380288,1162.327368
88-33 TGH,322727,4379763,1085.100192
87-25 TGH,318000,4381705,1164.896832
44-1,326954,4388718,1234.44
38-21,321756,4382936,924.4583603
38-21,321756,4382936,924.6107603
38-21,321756,4382936,924.7631603
38-21,321756,4382936,924.9155603
38-21,321756,4382936,925.0679603
38-21,321756,4382936,925.2203603
36-5 TGH,320004,4378609,1166.082504
77-31 TGH,319371,4380051,1144.09728
35-33 TGH,321690,4380385,1083.515232
44-1,326954,4388718,1233.8304
88-33 TGH,322727,4379763,1084.191888
26-31 TGH,318430,4380288,1161.27276
87-25 TGH,318000,4381705,1163.958048
38-21,321756,4382936,923.5439603
38-21,321756,4382936,923.6963603
38-21,321756,4382936,923.8487603
38-21,321756,4382936,924.0011603
38-21,321756,4382936,924.1535603
38-21,321756,4382936,924.3059603
44-1,326954,4388718,1233.2208
35-33 TGH,321690,4380385,1082.58864
36-5 TGH,320004,4378609,1165.070568
38-21,321756,4382936,923.3915603
77-31 TGH,319371,4380051,1143.09144
44-1,326954,4388718,1232.6112
88-33 TGH,322727,4379763,1083.280536
26-31 TGH,318430,4380288,1160.224248
44-1,326954,4388718,1232.0016
87-25 TGH,318000,4381705,1163.016216
38-21,321756,4382936,922.6295603
38-21,321756,4382936,922.7819603
38-21,321756,4382936,922.9343603
38-21,321756,4382936,923.0867603
38-21,321756,4382936,923.2391603
36-15,323532.554,4384976.761,1087.2216
35-33 TGH,321690,4380385,1081.662048
36-5 TGH,320004,4378609,1164.058632
77-31 TGH,319371,4380051,1141.884432
44-1,326954,4388718,1231.392
88-33 TGH,322727,4379763,1082.372232
38-21,321756,4382936,922.4771603
87-25 TGH,318000,4381705,1162.077432
26-31 TGH,318430,4380288,1159.16964
38-21,321756,4382936,921.7151603
38-21,321756,4382936,921.8675603
38-21,321756,4382936,922.0199603
38-21,321756,4382936,922.1723603
38-21,321756,4382936,922.3247603
35-33 TGH,321690,4380385,1080.741552
38-21,321756,4382936,921.5627603
44-1,326954,4388718,1230.7824
36-5 TGH,320004,4378609,1163.049744
77-31 TGH,319371,4380051,1140.878592
88-33 TGH,322727,4379763,1081.466976
87-25 TGH,318000,4381705,1161.132552
26-31 TGH,318430,4380288,1158.11808
38-21,321756,4382936,920.6483603
38-21,321756,4382936,920.8007603
38-21,321756,4382936,920.9531603
38-21,321756,4382936,921.1055603
38-21,321756,4382936,921.2579603
38-21,321756,4382936,921.4103603
35-33 TGH,321690,4380385,1079.827152
44-1,326954,4388718,1230.1728
36-5 TGH,320004,4378609,1162.031712
88-33 TGH,322727,4379763,1080.558672
77-31 TGH,319371,4380051,1139.8758
38-21,321756,4382936,920.4959603
87-25 TGH,318000,4381705,1160.193768
26-31 TGH,318430,4380288,1157.06652
38-21,321756,4382936,919.8863603
38-21,321756,4382936,920.0387603
38-21,321756,4382936,920.1911603
38-21,321756,4382936,920.3435603
44-1,326954,4388718,1229.5632
35-33 TGH,321690,4380385,1078.909704
36-17 ST1,320279.6553,4385055.842,989.408232
38-21,321756,4382936,919.7339603
88-33 TGH,322727,4379763,1079.650368
36-5 TGH,320004,4378609,1161.022824
77-31 TGH,319371,4380051,1138.873008
87-25 TGH,318000,4381705,1159.248888
44-1,326954,4388718,1228.9536
38-21,321756,4382936,918.8195603
38-21,321756,4382936,918.9719603
38-21,321756,4382936,919.1243603
38-21,321756,4382936,919.2767603
38-21,321756,4382936,919.4291603
38-21,321756,4382936,919.5815603
26-31 TGH,318430,4380288,1156.021056
35-33 TGH,321690,4380385,1077.98616
88-33 TGH,322727,4379763,1078.745112
36-5 TGH,320004,4378609,1160.00784
38-21,321756,4382936,918.6671603
44-1,326954,4388718,1228.344
77-31 TGH,319371,4380051,1137.873264
87-25 TGH,318000,4381705,1158.307056
37-17 ST1,320161.5401,4384853.523,1013.173488
38-21,321756,4382936,917.7527603
38-21,321756,4382936,917.9051603
38-21,321756,4382936,918.0575603
38-21,321756,4382936,918.2099603
38-21,321756,4382936,918.3623603
38-21,321756,4382936,918.5147603
35-33 TGH,321690,4380385,1077.07176
26-31 TGH,318430,4380288,1154.9634
44-1,326954,4388718,1227.7344
88-33 TGH,322727,4379763,1077.83376
36-5 TGH,320004,4378609,1158.995904
87-25 TGH,318000,4381705,1157.365224
77-31 TGH,319371,4380051,1136.87352
38-21,321756,4382936,916.9907603
38-21,321756,4382936,917.1431603
38-21,321756,4382936,917.2955603
38-21,321756,4382936,917.6003603
38-21,321756,4382936,917.4479603
35-33 TGH,321690,4380385,1076.160408
44-1,326954,4388718,1227.1248
88-33 TGH,322727,4379763,1076.928504
26-31 TGH,318430,4380288,1153.91184
38-21,321756,4382936,916.8383603
44-1,326954,4388718,1226.5152
36-5 TGH,320004,4378609,1157.98092
87-25 TGH,318000,4381705,1156.420344
77-31 TGH,319371,4380051,1135.876824
35-33 TGH,321690,4380385,1075.246008
